Date,Open,High,Low,Close,Adj Close,Volume
2021-12-31,78.3499984741211,78.81999969482422,77.9800033569336,78.55999755859375,77.28365325927734,1975500
2022-01-03,78.66000366210938,78.66000366210938,77.3499984741211,78.3499984741211,77.07706451416016,2348700
2022-01-04,78.37999725341797,79.05000305175781,78.04000091552734,78.0999984741211,76.83113098144531,2872800
2022-01-05,78.98999786376953,80.16999816894531,78.41999816894531,79.20999908447266,77.923095703125,3971500
2022-01-06,79.16999816894531,80.45999908447266,78.93000030517578,79.05999755859375,77.7755355834961,3460700
2022-01-07,78.76000213623047,80.58999633789062,78.30000305175781,80.20999908447266,78.90684509277344,2762500
2022-01-10,80.55000305175781,80.72000122070312,79.5,79.83000183105469,78.53302001953125,3073300
2022-01-11,80.0,80.18000030517578,78.55000305175781,79.12999725341797,77.84439086914062,2921200
2022-01-12,78.86000061035156,79.66000366210938,78.54000091552734,79.31999969482422,78.03131103515625,2344000
2022-01-13,78.54000091552734,79.7699966430664,78.43000030517578,79.75,78.4543228149414,3052900
2022-01-14,79.75,79.91000366210938,78.83000183105469,79.16999816894531,77.88374328613281,2580600
2022-01-18,78.69000244140625,78.80000305175781,77.6500015258789,78.45999908447266,77.1852798461914,2722700
2022-01-19,78.36000061035156,79.69000244140625,78.16000366210938,79.02999877929688,77.74601745605469,3681700
2022-01-20,78.91999816894531,80.3499984741211,78.91000366210938,79.08999633789062,77.80503845214844,2982200
2022-01-21,79.83999633789062,80.44000244140625,78.9800033569336,79.30999755859375,78.02146911621094,3831300
2022-01-24,79.0999984741211,79.5999984741211,76.83999633789062,78.4800033569336,77.2049560546875,4992600
2022-01-25,77.51000213623047,78.58999633789062,77.20999908447266,77.9800033569336,76.71308135986328,3195100
2022-01-26,77.75,78.72000122070312,76.87999725341797,77.45999908447266,76.20152282714844,3538100
2022-01-27,78.2300033569336,79.2699966430664,77.7300033569336,78.20999908447266,76.93934631347656,3137600
2022-01-28,78.08000183105469,79.5,77.4000015258789,79.45999908447266,78.16902923583984,2686000
2022-01-31,78.6500015258789,81.05999755859375,77.9000015258789,80.66000366210938,79.34954071044922,5568100
2022-02-01,80.47000122070312,80.87000274658203,79.37999725341797,80.02999877929688,78.72977447509766,3626300
2022-02-02,79.97000122070312,81.4800033569336,79.52999877929688,81.31999969482422,79.99881744384766,3496200
2022-02-03,81.25,81.66999816894531,80.69000244140625,81.01000213623047,79.69385528564453,2371100
2022-02-04,80.31999969482422,80.94999694824219,79.41000366210938,80.18000030517578,78.87733459472656,2404700
2022-02-07,80.12000274658203,80.5999984741211,79.5199966430664,80.16999816894531,78.86750030517578,2227700
2022-02-08,80.61000061035156,80.81999969482422,80.13999938964844,80.33000183105469,79.02489471435547,1971900
2022-02-09,80.77999877929688,80.94000244140625,79.94999694824219,80.31999969482422,79.01506042480469,2219300
2022-02-10,79.41000366210938,79.80000305175781,78.0,78.25,76.97869110107422,3727700
2022-02-11,78.58999633789062,79.5199966430664,78.19999694824219,79.08000183105469,77.79521179199219,3108900
2022-02-14,79.37999725341797,79.44999694824219,77.83999633789062,78.75,77.47056579589844,3595100
2022-02-15,79.23999786376953,79.58000183105469,77.80999755859375,78.16999816894531,76.89998626708984,2428800
2022-02-16,78.12999725341797,78.98999786376953,77.7300033569336,78.66999816894531,77.39186096191406,2518900
2022-02-17,78.69000244140625,79.38999938964844,77.83000183105469,79.13999938964844,77.85423278808594,2843300
2022-02-18,78.80999755859375,79.77999877929688,78.44000244140625,79.1500015258789,77.86406707763672,3557500
2022-02-22,79.63999938964844,80.25,78.66999816894531,79.37000274658203,78.08049774169922,3478400
2022-02-23,79.45999908447266,79.79000091552734,77.54000091552734,77.63999938964844,76.37860107421875,2623500
2022-02-24,77.5199966430664,77.83000183105469,75.79000091552734,77.16000366210938,75.90640258789062,4151300
2022-02-25,78.20999908447266,79.83999633789062,77.9800033569336,79.69000244140625,78.39530181884766,4573500
2022-02-28,79.12999725341797,79.86000061035156,78.73999786376953,79.52999877929688,78.2378921508789,4773200
2022-03-01,79.23999786376953,80.30999755859375,78.41000366210938,79.29000091552734,78.00179290771484,2857000
2022-03-02,79.4000015258789,80.63999938964844,79.30000305175781,80.16000366210938,78.857666015625,2605600
