Date,Open,High,Low,Close,Adj Close,Volume
2021-12-31,659.469970703125,674.8900146484375,655.6199951171875,657.1799926757812,657.1799926757812,464300
2022-01-03,656.2999877929688,658.5,641.1199951171875,648.0499877929688,648.0499877929688,428200
2022-01-04,645.8599853515625,652.1900024414062,617.3699951171875,623.5,623.5,552000
2022-01-05,616.9500122070312,621.0399780273438,578.25,578.8400268554688,578.8400268554688,980000
2022-01-06,575.47998046875,587.489990234375,563.5999755859375,567.6199951171875,567.6199951171875,1149400
2022-01-07,567.1300048828125,567.1300048828125,545.8599853515625,546.989990234375,546.989990234375,1190500
2022-01-10,533.02001953125,549.5599975585938,524.3400268554688,548.9099731445312,548.9099731445312,1388400
2022-01-11,547.4500122070312,561.5599975585938,535.3200073242188,559.6400146484375,559.6400146484375,1048000
2022-01-12,562.239990234375,562.260009765625,534.52001953125,539.469970703125,539.469970703125,841200
2022-01-13,542.6699829101562,547.969970703125,523.010009765625,524.780029296875,524.780029296875,914000
2022-01-14,519.9299926757812,529.4099731445312,510.8299865722656,524.6300048828125,524.6300048828125,809500
2022-01-18,509.25,511.989990234375,487.5,489.55999755859375,489.55999755859375,1390900
2022-01-19,491.7900085449219,506.989990234375,486.1099853515625,497.5899963378906,497.5899963378906,1352800
2022-01-20,502.2699890136719,518.4099731445312,489.79998779296875,490.7099914550781,490.7099914550781,710500
2022-01-21,486.489990234375,488.6700134277344,462.32000732421875,462.7799987792969,462.7799987792969,1064000
2022-01-24,453.739990234375,475.32000732421875,432.0899963378906,474.42999267578125,474.42999267578125,1093300
2022-01-25,464.04998779296875,477.7900085449219,458.07000732421875,467.989990234375,467.989990234375,1083100
2022-01-26,475.0,491.4800109863281,451.6199951171875,457.3599853515625,457.3599853515625,876900
2022-01-27,467.70001220703125,476.760009765625,451.6199951171875,455.6199951171875,455.6199951171875,848500
2022-01-28,454.7200012207031,467.5,442.3699951171875,463.9599914550781,463.9599914550781,1039800
2022-01-31,479.2200012207031,498.69000244140625,478.0,494.9599914550781,494.9599914550781,1353300
2022-02-01,494.17999267578125,510.45001220703125,494.17999267578125,508.55999755859375,508.55999755859375,898500
2022-02-02,511.239990234375,521.8400268554688,498.0,505.6199951171875,505.6199951171875,1593900
2022-02-03,480.3599853515625,518.0,479.4700012207031,503.30999755859375,503.30999755859375,1890700
2022-02-04,496.8900146484375,497.3599853515625,474.2699890136719,489.8599853515625,489.8599853515625,1471300
2022-02-07,490.0,509.4100036621094,489.0799865722656,500.2200012207031,500.2200012207031,864300
2022-02-08,496.1499938964844,516.719970703125,491.0,515.489990234375,515.489990234375,913700
2022-02-09,522.3099975585938,548.989990234375,522.3099975585938,545.9400024414062,545.9400024414062,1246500
2022-02-10,525.989990234375,552.0,524.1900024414062,532.3599853515625,532.3599853515625,1062800
2022-02-11,528.3800048828125,534.469970703125,505.5,509.1000061035156,509.1000061035156,1162700
2022-02-14,510.5299987792969,514.5499877929688,500.17999267578125,505.6700134277344,505.6700134277344,550900
2022-02-15,515.0,528.9500122070312,513.3800048828125,528.239990234375,528.239990234375,675000
2022-02-16,526.1699829101562,529.489990234375,514.22998046875,526.3800048828125,526.3800048828125,534900
2022-02-17,521.010009765625,523.7100219726562,501.05999755859375,501.760009765625,501.760009765625,619300
2022-02-18,504.0299987792969,510.6400146484375,494.739990234375,498.6499938964844,498.6499938964844,645800
2022-02-22,492.55999755859375,510.8599853515625,490.010009765625,494.1099853515625,494.1099853515625,698400
2022-02-23,496.3299865722656,501.510009765625,481.25,482.6600036621094,482.6600036621094,631600
2022-02-24,468.5799865722656,511.5,464.010009765625,509.1499938964844,509.1499938964844,986100
2022-02-25,506.2099914550781,512.8800048828125,497.2200012207031,512.5599975585938,512.5599975585938,460400
2022-02-28,503.94000244140625,513.1199951171875,499.30999755859375,511.4599914550781,511.4599914550781,592600
2022-03-01,508.7300109863281,509.8299865722656,490.92999267578125,500.9700012207031,500.9700012207031,614900
2022-03-02,505.1700134277344,505.20001220703125,481.82000732421875,496.1400146484375,496.1400146484375,581400
